model_name,epsilon,nu,seed,plot,n_cal,K,values,Method
BRR,0.10000,0.20000,1,Klab,500,4,0.03302,RR
BRR,0.10000,0.20000,1,Klab,500,4,0.03181,CVX
BRR,0.10000,0.20000,1,Klab,500,4,0.05688,OLD
BRR,0.10000,0.20000,1,Klab,1000,4,0.02413,RR
BRR,0.10000,0.20000,1,Klab,1000,4,0.02194,CVX
BRR,0.10000,0.20000,1,Klab,1000,4,0.04079,OLD
BRR,0.10000,0.20000,1,Klab,2000,4,0.01724,RR
BRR,0.10000,0.20000,1,Klab,2000,4,0.01591,CVX
BRR,0.10000,0.20000,1,Klab,2000,4,0.02958,OLD
BRR,0.10000,0.20000,1,Klab,5000,4,0.01102,RR
BRR,0.10000,0.20000,1,Klab,5000,4,0.00992,CVX
BRR,0.10000,0.20000,1,Klab,5000,4,0.01895,OLD
BRR,0.10000,0.20000,1,Klab,10000,4,0.00788,RR
BRR,0.10000,0.20000,1,Klab,10000,4,0.00706,CVX
BRR,0.10000,0.20000,1,Klab,10000,4,0.01366,OLD
BRR,0.10000,0.20000,1,Klab,20000,4,0.00555,RR
BRR,0.10000,0.20000,1,Klab,20000,4,0.00497,CVX
BRR,0.10000,0.20000,1,Klab,20000,4,0.00972,OLD
BRR,0.10000,0.20000,1,Klab,50000,4,0.00348,RR
BRR,0.10000,0.20000,1,Klab,50000,4,0.00316,CVX
BRR,0.10000,0.20000,1,Klab,50000,4,0.00639,OLD
BRR,0.10000,0.20000,1,Klab,500,8,0.03419,RR
BRR,0.10000,0.20000,1,Klab,500,8,0.03302,CVX
BRR,0.10000,0.20000,1,Klab,500,8,0.08251,OLD
BRR,0.10000,0.20000,1,Klab,1000,8,0.02418,RR
BRR,0.10000,0.20000,1,Klab,1000,8,0.02427,CVX
BRR,0.10000,0.20000,1,Klab,1000,8,0.05859,OLD
BRR,0.10000,0.20000,1,Klab,2000,8,0.01722,RR
BRR,0.10000,0.20000,1,Klab,2000,8,0.01693,CVX
BRR,0.10000,0.20000,1,Klab,2000,8,0.04237,OLD
BRR,0.10000,0.20000,1,Klab,5000,8,0.01104,RR
BRR,0.10000,0.20000,1,Klab,5000,8,0.01068,CVX
BRR,0.10000,0.20000,1,Klab,5000,8,0.02708,OLD
BRR,0.10000,0.20000,1,Klab,10000,8,0.00785,RR
BRR,0.10000,0.20000,1,Klab,10000,8,0.00737,CVX
BRR,0.10000,0.20000,1,Klab,10000,8,0.01961,OLD
BRR,0.10000,0.20000,1,Klab,20000,8,0.00563,RR
BRR,0.10000,0.20000,1,Klab,20000,8,0.00541,CVX
BRR,0.10000,0.20000,1,Klab,20000,8,0.01405,OLD
BRR,0.10000,0.20000,1,Klab,50000,8,0.00360,RR
BRR,0.10000,0.20000,1,Klab,50000,8,0.00350,CVX
BRR,0.10000,0.20000,1,Klab,50000,8,0.00902,OLD
BRR,0.10000,0.20000,1,Klab,500,16,0.03500,RR
BRR,0.10000,0.20000,1,Klab,500,16,0.03337,CVX
BRR,0.10000,0.20000,1,Klab,500,16,0.11800,OLD
BRR,0.10000,0.20000,1,Klab,1000,16,0.02489,RR
BRR,0.10000,0.20000,1,Klab,1000,16,0.02426,CVX
BRR,0.10000,0.20000,1,Klab,1000,16,0.08379,OLD
BRR,0.10000,0.20000,1,Klab,2000,16,0.01765,RR
BRR,0.10000,0.20000,1,Klab,2000,16,0.01722,CVX
BRR,0.10000,0.20000,1,Klab,2000,16,0.06032,OLD
BRR,0.10000,0.20000,1,Klab,5000,16,0.01129,RR
BRR,0.10000,0.20000,1,Klab,5000,16,0.01106,CVX
BRR,0.10000,0.20000,1,Klab,5000,16,0.03858,OLD
BRR,0.10000,0.20000,1,Klab,10000,16,0.00804,RR
BRR,0.10000,0.20000,1,Klab,10000,16,0.00772,CVX
BRR,0.10000,0.20000,1,Klab,10000,16,0.02757,OLD
BRR,0.10000,0.20000,1,Klab,20000,16,0.00574,RR
BRR,0.10000,0.20000,1,Klab,20000,16,0.00565,CVX
BRR,0.10000,0.20000,1,Klab,20000,16,0.01988,OLD
BRR,0.10000,0.20000,1,Klab,50000,16,0.00359,RR
BRR,0.10000,0.20000,1,Klab,50000,16,0.00359,CVX
BRR,0.10000,0.20000,1,Klab,50000,16,0.01277,OLD
