model_name,epsilon,nu,seed,plot,n_cal,K,values,Method
BRR,0.10000,0.80000,1,nlab,500,2,0.04968,RR
BRR,0.10000,0.80000,1,nlab,500,2,0.02700,CVX
BRR,0.10000,0.80000,1,nlab,500,2,0.02955,OLD
BRR,0.10000,0.80000,1,nlab,500,4,0.05063,RR
BRR,0.10000,0.80000,1,nlab,500,4,0.04037,CVX
BRR,0.10000,0.80000,1,nlab,500,4,0.05078,OLD
BRR,0.10000,0.80000,1,nlab,500,6,0.05136,RR
BRR,0.10000,0.80000,1,nlab,500,6,0.04448,CVX
BRR,0.10000,0.80000,1,nlab,500,6,0.06535,OLD
BRR,0.10000,0.80000,1,nlab,500,8,0.05073,RR
BRR,0.10000,0.80000,1,nlab,500,8,0.04747,CVX
BRR,0.10000,0.80000,1,nlab,500,8,0.07799,OLD
BRR,0.10000,0.80000,1,nlab,500,10,0.05133,RR
BRR,0.10000,0.80000,1,nlab,500,10,0.04857,CVX
BRR,0.10000,0.80000,1,nlab,500,10,0.08773,OLD
BRR,0.10000,0.80000,1,nlab,500,12,0.05227,RR
BRR,0.10000,0.80000,1,nlab,500,12,0.04906,CVX
BRR,0.10000,0.80000,1,nlab,500,12,0.09760,OLD
BRR,0.10000,0.80000,1,nlab,500,14,0.05170,RR
BRR,0.10000,0.80000,1,nlab,500,14,0.04936,CVX
BRR,0.10000,0.80000,1,nlab,500,14,0.10603,OLD
BRR,0.10000,0.80000,1,nlab,500,16,0.05245,RR
BRR,0.10000,0.80000,1,nlab,500,16,0.05042,CVX
BRR,0.10000,0.80000,1,nlab,500,16,0.11470,OLD
BRR,0.10000,0.80000,1,nlab,500,18,0.05272,RR
BRR,0.10000,0.80000,1,nlab,500,18,0.04922,CVX
BRR,0.10000,0.80000,1,nlab,500,18,0.12445,OLD
BRR,0.10000,0.80000,1,nlab,500,20,0.05377,RR
BRR,0.10000,0.80000,1,nlab,500,20,0.05037,CVX
BRR,0.10000,0.80000,1,nlab,500,20,0.12914,OLD
BRR,0.10000,0.80000,1,nlab,1000,2,0.03495,RR
BRR,0.10000,0.80000,1,nlab,1000,2,0.01958,CVX
BRR,0.10000,0.80000,1,nlab,1000,2,0.02155,OLD
BRR,0.10000,0.80000,1,nlab,1000,4,0.03631,RR
BRR,0.10000,0.80000,1,nlab,1000,4,0.02805,CVX
BRR,0.10000,0.80000,1,nlab,1000,4,0.03667,OLD
BRR,0.10000,0.80000,1,nlab,1000,6,0.03667,RR
BRR,0.10000,0.80000,1,nlab,1000,6,0.03232,CVX
BRR,0.10000,0.80000,1,nlab,1000,6,0.04612,OLD
BRR,0.10000,0.80000,1,nlab,1000,8,0.03700,RR
BRR,0.10000,0.80000,1,nlab,1000,8,0.03356,CVX
BRR,0.10000,0.80000,1,nlab,1000,8,0.05530,OLD
BRR,0.10000,0.80000,1,nlab,1000,10,0.03703,RR
BRR,0.10000,0.80000,1,nlab,1000,10,0.03500,CVX
BRR,0.10000,0.80000,1,nlab,1000,10,0.06304,OLD
BRR,0.10000,0.80000,1,nlab,1000,12,0.03693,RR
BRR,0.10000,0.80000,1,nlab,1000,12,0.03563,CVX
BRR,0.10000,0.80000,1,nlab,1000,12,0.06953,OLD
BRR,0.10000,0.80000,1,nlab,1000,14,0.03802,RR
BRR,0.10000,0.80000,1,nlab,1000,14,0.03579,CVX
BRR,0.10000,0.80000,1,nlab,1000,14,0.07579,OLD
BRR,0.10000,0.80000,1,nlab,1000,16,0.03782,RR
BRR,0.10000,0.80000,1,nlab,1000,16,0.03659,CVX
BRR,0.10000,0.80000,1,nlab,1000,16,0.08078,OLD
BRR,0.10000,0.80000,1,nlab,1000,18,0.03791,RR
BRR,0.10000,0.80000,1,nlab,1000,18,0.03559,CVX
BRR,0.10000,0.80000,1,nlab,1000,18,0.08600,OLD
BRR,0.10000,0.80000,1,nlab,1000,20,0.03751,RR
BRR,0.10000,0.80000,1,nlab,1000,20,0.03555,CVX
BRR,0.10000,0.80000,1,nlab,1000,20,0.09070,OLD
BRR,0.10000,0.80000,1,nlab,2000,2,0.02569,RR
BRR,0.10000,0.80000,1,nlab,2000,2,0.01369,CVX
BRR,0.10000,0.80000,1,nlab,2000,2,0.01544,OLD
BRR,0.10000,0.80000,1,nlab,2000,4,0.02595,RR
BRR,0.10000,0.80000,1,nlab,2000,4,0.02069,CVX
BRR,0.10000,0.80000,1,nlab,2000,4,0.02609,OLD
BRR,0.10000,0.80000,1,nlab,2000,6,0.02646,RR
BRR,0.10000,0.80000,1,nlab,2000,6,0.02247,CVX
BRR,0.10000,0.80000,1,nlab,2000,6,0.03385,OLD
BRR,0.10000,0.80000,1,nlab,2000,8,0.02656,RR
BRR,0.10000,0.80000,1,nlab,2000,8,0.02432,CVX
BRR,0.10000,0.80000,1,nlab,2000,8,0.03950,OLD
BRR,0.10000,0.80000,1,nlab,2000,10,0.02707,RR
BRR,0.10000,0.80000,1,nlab,2000,10,0.02530,CVX
BRR,0.10000,0.80000,1,nlab,2000,10,0.04478,OLD
BRR,0.10000,0.80000,1,nlab,2000,12,0.02690,RR
BRR,0.10000,0.80000,1,nlab,2000,12,0.02547,CVX
BRR,0.10000,0.80000,1,nlab,2000,12,0.04930,OLD
BRR,0.10000,0.80000,1,nlab,2000,14,0.02678,RR
BRR,0.10000,0.80000,1,nlab,2000,14,0.02580,CVX
BRR,0.10000,0.80000,1,nlab,2000,14,0.05411,OLD
BRR,0.10000,0.80000,1,nlab,2000,16,0.02672,RR
BRR,0.10000,0.80000,1,nlab,2000,16,0.02530,CVX
BRR,0.10000,0.80000,1,nlab,2000,16,0.05840,OLD
BRR,0.10000,0.80000,1,nlab,2000,18,0.02708,RR
BRR,0.10000,0.80000,1,nlab,2000,18,0.02595,CVX
BRR,0.10000,0.80000,1,nlab,2000,18,0.06111,OLD
BRR,0.10000,0.80000,1,nlab,2000,20,0.02724,RR
BRR,0.10000,0.80000,1,nlab,2000,20,0.02582,CVX
BRR,0.10000,0.80000,1,nlab,2000,20,0.06533,OLD
