model_name,epsilon,nu,seed,plot,n_cal,K,values,Method
BRR,0.10000,0.50000,1,nlab,50,2,0.12150,RR
BRR,0.10000,0.50000,1,nlab,50,2,0.08616,CVX
BRR,0.10000,0.50000,1,nlab,50,4,0.12190,RR
BRR,0.10000,0.50000,1,nlab,50,4,0.10755,CVX
BRR,0.10000,0.50000,1,nlab,50,6,0.12302,RR
BRR,0.10000,0.50000,1,nlab,50,6,0.11629,CVX
BRR,0.10000,0.50000,1,nlab,50,8,0.12684,RR
BRR,0.10000,0.50000,1,nlab,50,8,0.11948,CVX
BRR,0.10000,0.50000,1,nlab,50,10,0.12771,RR
BRR,0.10000,0.50000,1,nlab,50,10,0.12197,CVX
BRR,0.10000,0.50000,1,nlab,50,12,0.12784,RR
BRR,0.10000,0.50000,1,nlab,50,12,0.12265,CVX
BRR,0.10000,0.50000,1,nlab,50,14,0.13084,RR
BRR,0.10000,0.50000,1,nlab,50,14,0.12438,CVX
BRR,0.10000,0.50000,1,nlab,50,16,0.12805,RR
BRR,0.10000,0.50000,1,nlab,50,16,0.12427,CVX
BRR,0.10000,0.50000,1,nlab,50,18,0.12777,RR
BRR,0.10000,0.50000,1,nlab,50,18,0.12237,CVX
BRR,0.10000,0.50000,1,nlab,50,20,0.13218,RR
BRR,0.10000,0.50000,1,nlab,50,20,0.12642,CVX
BRR,0.10000,0.50000,1,nlab,100,2,0.08832,RR
BRR,0.10000,0.50000,1,nlab,100,2,0.06105,CVX
BRR,0.10000,0.50000,1,nlab,100,4,0.09200,RR
BRR,0.10000,0.50000,1,nlab,100,4,0.07788,CVX
BRR,0.10000,0.50000,1,nlab,100,6,0.09124,RR
BRR,0.10000,0.50000,1,nlab,100,6,0.08473,CVX
BRR,0.10000,0.50000,1,nlab,100,8,0.09375,RR
BRR,0.10000,0.50000,1,nlab,100,8,0.08748,CVX
BRR,0.10000,0.50000,1,nlab,100,10,0.09122,RR
BRR,0.10000,0.50000,1,nlab,100,10,0.08851,CVX
BRR,0.10000,0.50000,1,nlab,100,12,0.09035,RR
BRR,0.10000,0.50000,1,nlab,100,12,0.08902,CVX
BRR,0.10000,0.50000,1,nlab,100,14,0.09249,RR
BRR,0.10000,0.50000,1,nlab,100,14,0.08777,CVX
BRR,0.10000,0.50000,1,nlab,100,16,0.09236,RR
BRR,0.10000,0.50000,1,nlab,100,16,0.08945,CVX
BRR,0.10000,0.50000,1,nlab,100,18,0.09313,RR
BRR,0.10000,0.50000,1,nlab,100,18,0.08925,CVX
BRR,0.10000,0.50000,1,nlab,100,20,0.09084,RR
BRR,0.10000,0.50000,1,nlab,100,20,0.08948,CVX
BRR,0.10000,0.50000,1,nlab,500,2,0.04117,RR
BRR,0.10000,0.50000,1,nlab,500,2,0.02720,CVX
BRR,0.10000,0.50000,1,nlab,500,4,0.04175,RR
BRR,0.10000,0.50000,1,nlab,500,4,0.03534,CVX
BRR,0.10000,0.50000,1,nlab,500,6,0.04209,RR
BRR,0.10000,0.50000,1,nlab,500,6,0.03799,CVX
BRR,0.10000,0.50000,1,nlab,500,8,0.04300,RR
BRR,0.10000,0.50000,1,nlab,500,8,0.03960,CVX
BRR,0.10000,0.50000,1,nlab,500,10,0.04365,RR
BRR,0.10000,0.50000,1,nlab,500,10,0.04176,CVX
BRR,0.10000,0.50000,1,nlab,500,12,0.04349,RR
BRR,0.10000,0.50000,1,nlab,500,12,0.04193,CVX
BRR,0.10000,0.50000,1,nlab,500,14,0.04362,RR
BRR,0.10000,0.50000,1,nlab,500,14,0.04163,CVX
BRR,0.10000,0.50000,1,nlab,500,16,0.04296,RR
BRR,0.10000,0.50000,1,nlab,500,16,0.04109,CVX
BRR,0.10000,0.50000,1,nlab,500,18,0.04350,RR
BRR,0.10000,0.50000,1,nlab,500,18,0.04120,CVX
BRR,0.10000,0.50000,1,nlab,500,20,0.04263,RR
BRR,0.10000,0.50000,1,nlab,500,20,0.04225,CVX
