model_name,epsilon,K,seed,plot,n_cal,nu,values,Method
BRR,0.10000,4,1,nu_var,100,0.00000,0.06029,RR
BRR,0.10000,4,1,nu_var,100,0.00000,0.06111,CVX
BRR,0.10000,4,1,nu_var,100,0.10000,0.06662,RR
BRR,0.10000,4,1,nu_var,100,0.10000,0.06381,CVX
BRR,0.10000,4,1,nu_var,100,0.20000,0.07305,RR
BRR,0.10000,4,1,nu_var,100,0.20000,0.06687,CVX
BRR,0.10000,4,1,nu_var,100,0.30000,0.08076,RR
BRR,0.10000,4,1,nu_var,100,0.30000,0.07187,CVX
BRR,0.10000,4,1,nu_var,100,0.40000,0.08402,RR
BRR,0.10000,4,1,nu_var,100,0.40000,0.07510,CVX
BRR,0.10000,4,1,nu_var,100,0.50000,0.08948,RR
BRR,0.10000,4,1,nu_var,100,0.50000,0.07626,CVX
BRR,0.10000,4,1,nu_var,100,0.60000,0.09600,RR
BRR,0.10000,4,1,nu_var,100,0.60000,0.07832,CVX
BRR,0.10000,4,1,nu_var,100,0.70000,0.10111,RR
BRR,0.10000,4,1,nu_var,100,0.70000,0.08294,CVX
BRR,0.10000,4,1,nu_var,100,0.80000,0.10532,RR
BRR,0.10000,4,1,nu_var,100,0.80000,0.08565,CVX
BRR,0.10000,4,1,nu_var,100,0.90000,0.11037,RR
BRR,0.10000,4,1,nu_var,100,0.90000,0.08913,CVX
BRR,0.10000,4,1,nu_var,100,1.00000,0.11534,RR
BRR,0.10000,4,1,nu_var,100,1.00000,0.09082,CVX
BRR,0.10000,4,1,nu_var,500,0.00000,0.02740,RR
BRR,0.10000,4,1,nu_var,500,0.00000,0.02735,CVX
BRR,0.10000,4,1,nu_var,500,0.10000,0.03078,RR
BRR,0.10000,4,1,nu_var,500,0.10000,0.02957,CVX
BRR,0.10000,4,1,nu_var,500,0.20000,0.03356,RR
BRR,0.10000,4,1,nu_var,500,0.20000,0.03195,CVX
BRR,0.10000,4,1,nu_var,500,0.30000,0.03578,RR
BRR,0.10000,4,1,nu_var,500,0.30000,0.03348,CVX
BRR,0.10000,4,1,nu_var,500,0.40000,0.03895,RR
BRR,0.10000,4,1,nu_var,500,0.40000,0.03417,CVX
BRR,0.10000,4,1,nu_var,500,0.50000,0.04174,RR
BRR,0.10000,4,1,nu_var,500,0.50000,0.03647,CVX
BRR,0.10000,4,1,nu_var,500,0.60000,0.04517,RR
BRR,0.10000,4,1,nu_var,500,0.60000,0.03628,CVX
BRR,0.10000,4,1,nu_var,500,0.70000,0.04706,RR
BRR,0.10000,4,1,nu_var,500,0.70000,0.03951,CVX
BRR,0.10000,4,1,nu_var,500,0.80000,0.05015,RR
BRR,0.10000,4,1,nu_var,500,0.80000,0.04068,CVX
BRR,0.10000,4,1,nu_var,500,0.90000,0.05281,RR
BRR,0.10000,4,1,nu_var,500,0.90000,0.04104,CVX
BRR,0.10000,4,1,nu_var,500,1.00000,0.05532,RR
BRR,0.10000,4,1,nu_var,500,1.00000,0.04271,CVX
BRR,0.10000,4,1,nu_var,1000,0.00000,0.01988,RR
BRR,0.10000,4,1,nu_var,1000,0.00000,0.01915,CVX
BRR,0.10000,4,1,nu_var,1000,0.10000,0.02169,RR
BRR,0.10000,4,1,nu_var,1000,0.10000,0.02092,CVX
BRR,0.10000,4,1,nu_var,1000,0.20000,0.02389,RR
BRR,0.10000,4,1,nu_var,1000,0.20000,0.02223,CVX
BRR,0.10000,4,1,nu_var,1000,0.30000,0.02618,RR
BRR,0.10000,4,1,nu_var,1000,0.30000,0.02326,CVX
BRR,0.10000,4,1,nu_var,1000,0.40000,0.02830,RR
BRR,0.10000,4,1,nu_var,1000,0.40000,0.02484,CVX
BRR,0.10000,4,1,nu_var,1000,0.50000,0.02990,RR
BRR,0.10000,4,1,nu_var,1000,0.50000,0.02585,CVX
BRR,0.10000,4,1,nu_var,1000,0.60000,0.03181,RR
BRR,0.10000,4,1,nu_var,1000,0.60000,0.02647,CVX
BRR,0.10000,4,1,nu_var,1000,0.70000,0.03444,RR
BRR,0.10000,4,1,nu_var,1000,0.70000,0.02761,CVX
BRR,0.10000,4,1,nu_var,1000,0.80000,0.03660,RR
BRR,0.10000,4,1,nu_var,1000,0.80000,0.02867,CVX
BRR,0.10000,4,1,nu_var,1000,0.90000,0.03830,RR
BRR,0.10000,4,1,nu_var,1000,0.90000,0.02986,CVX
BRR,0.10000,4,1,nu_var,1000,1.00000,0.03921,RR
BRR,0.10000,4,1,nu_var,1000,1.00000,0.03134,CVX
