model_name,epsilon,nu,seed,plot,n_cal,K,values,Method
BRR,0.10000,0.20000,1,Klab,500,4,0.03335,RR
BRR,0.10000,0.20000,1,Klab,500,4,0.03084,CVX
BRR,0.10000,0.20000,1,Klab,1000,4,0.02400,RR
BRR,0.10000,0.20000,1,Klab,1000,4,0.02112,CVX
BRR,0.10000,0.20000,1,Klab,2000,4,0.01705,RR
BRR,0.10000,0.20000,1,Klab,2000,4,0.01580,CVX
BRR,0.10000,0.20000,1,Klab,5000,4,0.01096,RR
BRR,0.10000,0.20000,1,Klab,5000,4,0.00995,CVX
BRR,0.10000,0.20000,1,Klab,10000,4,0.00793,RR
BRR,0.10000,0.20000,1,Klab,10000,4,0.00714,CVX
BRR,0.10000,0.20000,1,Klab,20000,4,0.00550,RR
BRR,0.10000,0.20000,1,Klab,20000,4,0.00506,CVX
BRR,0.10000,0.20000,1,Klab,50000,4,0.00350,RR
BRR,0.10000,0.20000,1,Klab,50000,4,0.00318,CVX
BRR,0.10000,0.20000,1,Klab,500,8,0.03406,RR
BRR,0.10000,0.20000,1,Klab,500,8,0.03314,CVX
BRR,0.10000,0.20000,1,Klab,1000,8,0.02475,RR
BRR,0.10000,0.20000,1,Klab,1000,8,0.02359,CVX
BRR,0.10000,0.20000,1,Klab,2000,8,0.01751,RR
BRR,0.10000,0.20000,1,Klab,2000,8,0.01702,CVX
BRR,0.10000,0.20000,1,Klab,5000,8,0.01095,RR
BRR,0.10000,0.20000,1,Klab,5000,8,0.01077,CVX
BRR,0.10000,0.20000,1,Klab,10000,8,0.00790,RR
BRR,0.10000,0.20000,1,Klab,10000,8,0.00748,CVX
BRR,0.10000,0.20000,1,Klab,20000,8,0.00554,RR
BRR,0.10000,0.20000,1,Klab,20000,8,0.00535,CVX
BRR,0.10000,0.20000,1,Klab,50000,8,0.00354,RR
BRR,0.10000,0.20000,1,Klab,50000,8,0.00347,CVX
BRR,0.10000,0.20000,1,Klab,500,16,0.03380,RR
BRR,0.10000,0.20000,1,Klab,500,16,0.03326,CVX
BRR,0.10000,0.20000,1,Klab,1000,16,0.02389,RR
BRR,0.10000,0.20000,1,Klab,1000,16,0.02402,CVX
BRR,0.10000,0.20000,1,Klab,2000,16,0.01730,RR
BRR,0.10000,0.20000,1,Klab,2000,16,0.01682,CVX
BRR,0.10000,0.20000,1,Klab,5000,16,0.01104,RR
BRR,0.10000,0.20000,1,Klab,5000,16,0.01110,CVX
BRR,0.10000,0.20000,1,Klab,10000,16,0.00815,RR
BRR,0.10000,0.20000,1,Klab,10000,16,0.00784,CVX
BRR,0.10000,0.20000,1,Klab,20000,16,0.00572,RR
BRR,0.10000,0.20000,1,Klab,20000,16,0.00547,CVX
BRR,0.10000,0.20000,1,Klab,50000,16,0.00358,RR
BRR,0.10000,0.20000,1,Klab,50000,16,0.00347,CVX
