model_name,epsilon,nu,seed,plot,n_cal,K,values,Method
B,0.20000,NA,1,Klab,500,4,0.08965,RR
B,0.20000,NA,1,Klab,500,4,0.06210,CVX
B,0.20000,NA,1,Klab,1000,4,0.06537,RR
B,0.20000,NA,1,Klab,1000,4,0.04495,CVX
B,0.20000,NA,1,Klab,2000,4,0.04741,RR
B,0.20000,NA,1,Klab,2000,4,0.03249,CVX
B,0.20000,NA,1,Klab,5000,4,0.03118,RR
B,0.20000,NA,1,Klab,5000,4,0.02097,CVX
B,0.20000,NA,1,Klab,10000,4,0.02250,RR
B,0.20000,NA,1,Klab,10000,4,0.01510,CVX
B,0.20000,NA,1,Klab,20000,4,0.01623,RR
B,0.20000,NA,1,Klab,20000,4,0.01097,CVX
B,0.20000,NA,1,Klab,50000,4,0.01072,RR
B,0.20000,NA,1,Klab,50000,4,0.00700,CVX
B,0.20000,NA,1,Klab,500,8,0.09321,RR
B,0.20000,NA,1,Klab,500,8,0.08055,CVX
B,0.20000,NA,1,Klab,1000,8,0.06783,RR
B,0.20000,NA,1,Klab,1000,8,0.05872,CVX
B,0.20000,NA,1,Klab,2000,8,0.04906,RR
B,0.20000,NA,1,Klab,2000,8,0.04222,CVX
B,0.20000,NA,1,Klab,5000,8,0.03154,RR
B,0.20000,NA,1,Klab,5000,8,0.02786,CVX
B,0.20000,NA,1,Klab,10000,8,0.02296,RR
B,0.20000,NA,1,Klab,10000,8,0.02002,CVX
B,0.20000,NA,1,Klab,20000,8,0.01668,RR
B,0.20000,NA,1,Klab,20000,8,0.01453,CVX
B,0.20000,NA,1,Klab,50000,8,0.01077,RR
B,0.20000,NA,1,Klab,50000,8,0.00922,CVX
B,0.20000,NA,1,Klab,500,16,0.09494,RR
B,0.20000,NA,1,Klab,500,16,0.08713,CVX
B,0.20000,NA,1,Klab,1000,16,0.06864,RR
B,0.20000,NA,1,Klab,1000,16,0.06375,CVX
B,0.20000,NA,1,Klab,2000,16,0.05002,RR
B,0.20000,NA,1,Klab,2000,16,0.04681,CVX
B,0.20000,NA,1,Klab,5000,16,0.03256,RR
B,0.20000,NA,1,Klab,5000,16,0.03043,CVX
B,0.20000,NA,1,Klab,10000,16,0.02350,RR
B,0.20000,NA,1,Klab,10000,16,0.02202,CVX
B,0.20000,NA,1,Klab,20000,16,0.01701,RR
B,0.20000,NA,1,Klab,20000,16,0.01594,CVX
B,0.20000,NA,1,Klab,50000,16,0.01108,RR
B,0.20000,NA,1,Klab,50000,16,0.01038,CVX
